"Ref_Date","GEO","Geographical_classification","VIOLATIONS","sum_Value_Actual_incidents","sum_Value_Cleared_by_charge","sum_Value_Cleared_otherwise","sum_Value_Percentage_change_in_rate","sum_Value_Rate_per_100_000_population","sum_Value_Rate_adult_charged_per_100_000_population_aged_18_years_and_over","sum_Value_Rate_total_persons_charged_per_100_000_population_aged_12_years_and_over","sum_Value_Rate_youth_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Rate_youth_not_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Total_cleared","sum_Value_Total_adult_charged","sum_Value_Total_persons_charged","sum_Value_Total_youth_charged","sum_Value_Total_youth_not_charged"
"2016","Alberta","48","Total property crime violations","221390","25939","19700","0.04","5205.65","657.33","659.19","680.94","1299.69","45639","21847","23774","1927","3678"
"1998","Alberta","48","Total breaking and entering","29960","3876","1829","0","1033.3","125.39","192.62","744.49","150.43","5705","2682","4622","1940","392"
"1999","Alberta","48","Total breaking and entering","29287","3627","2361","-4.03","991.69","106.95","161.5","613.81","150.23","5988","2343","3965","1622","397"
"2000","Alberta","48","Total breaking and entering","26802","3557","1784","-10.06","891.93","115.51","171.37","639.96","227.54","5341","2589","4299","1710","608"
"2001","Alberta","48","Total breaking and entering","25551","3301","1472","-6.32","835.54","113.49","161.94","572.74","232.79","4773","2604","4154","1550","630"
"2002","Alberta","48","Total breaking and entering","27291","3381","1862","4.41","872.37","107.4","161.14","619.23","233.38","5243","2534","4248","1714","646"
"2003","Alberta","48","Total breaking and entering","30596","3618","1843","10.17","961.11","115.84","168.37","621.76","307.66","5461","2795","4533","1738","860"
"2004","Alberta","48","Total breaking and entering","31254","3458","2007","0.38","964.79","117.83","150.72","439.44","369.7","5465","2907","4142","1235","1039"
"2005","Alberta","48","Total breaking and entering","29192","2845","1474","-8.92","878.69","91.77","118.7","359.85","193.85","4319","2332","3353","1021","550"
"2006","Alberta","48","Total breaking and entering","26046","2786","1809","-13.36","761.28","79.37","100.58","294.67","192.96","4595","2085","2931","846","554"
"2007","Alberta","48","Total breaking and entering","25336","2500","1617","-5.29","721","69.61","92.46","308.43","188.2","4117","1887","2772","885","540"
"2008","Alberta","48","Total breaking and entering","23400","2341","1601","-9.74","650.77","65.68","84.1","263.98","184.75","3942","1829","2582","753","527"
"2009","Alberta","48","Total breaking and entering","23300","2161","1596","-2.68","633.31","63.12","76","205.8","181.49","3757","1804","2388","584","515"
"2010","Alberta","48","Total breaking and entering","22611","2308","1709","-4.35","605.78","63.73","81.3","262.39","158","4017","1850","2589","739","445"
"2011","Alberta","48","Total breaking and entering","18581","2010","1200","-19.07","490.24","56.51","67.78","185.98","104.9","3210","1667","2190","523","295"
"2012","Alberta","48","Total breaking and entering","19414","2086","1206","2.04","500.26","55.12","66.81","193.14","155.65","3292","1668","2209","541","436"
"2013","Alberta","48","Total breaking and entering","19316","2185","1147","-3.39","483.31","55.96","63.91","152.74","103.02","3332","1748","2175","427","288"
"2014","Alberta","48","Total breaking and entering","20159","2167","972","1.53","490.69","55.33","63.34","155.69","94.71","3139","1780","2214","434","264"
"2015","Alberta","48","Total breaking and entering","27656","2598","969","34.85","661.68","70.2","75.01","131.25","91.56","3567","2296","2663","367","256"
"2016","Alberta","48","Total breaking and entering","27989","2715","835","-0.54","658.12","74.5","78.25","122.27","77.74","3550","2476","2822","346","220"
"1998","Alberta","48","Breaking and entering","29960","3876","1829","0","1033.3","125.39","192.62","744.49","150.43","5705","2682","4622","1940","392"
"1999","Alberta","48","Breaking and entering","29287","3627","2361","-4.03","991.69","106.95","161.5","613.81","150.23","5988","2343","3965","1622","397"
"2000","Alberta","48","Breaking and entering","26802","3557","1784","-10.06","891.93","115.51","171.37","639.96","227.54","5341","2589","4299","1710","608"
"2001","Alberta","48","Breaking and entering","25551","3301","1472","-6.32","835.54","113.49","161.94","572.74","232.79","4773","2604","4154","1550","630"
"2002","Alberta","48","Breaking and entering","27291","3381","1862","4.41","872.37","107.4","161.14","619.23","233.38","5243","2534","4248","1714","646"
"2003","Alberta","48","Breaking and entering","30596","3618","1843","10.17","961.11","115.84","168.37","621.76","307.66","5461","2795","4533","1738","860"
"2004","Alberta","48","Breaking and entering","31254","3458","2007","0.38","964.79","117.83","150.72","439.44","369.7","5465","2907","4142","1235","1039"
"2005","Alberta","48","Breaking and entering","29192","2845","1474","-8.92","878.69","91.77","118.7","359.85","193.85","4319","2332","3353","1021","550"
"2006","Alberta","48","Breaking and entering","26046","2786","1809","-13.36","761.28","79.37","100.58","294.67","192.96","4595","2085","2931","846","554"
"2007","Alberta","48","Breaking and entering","25336","2500","1617","-5.29","721","69.61","92.46","308.43","188.2","4117","1887","2772","885","540"
"2008","Alberta","48","Breaking and entering","23390","2339","1599","-9.78","650.49","65.64","84.07","263.98","184.75","3938","1828","2581","753","527"
"2009","Alberta","48","Breaking and entering","23249","2154","1595","-2.85","631.92","62.94","75.72","204.39","181.13","3749","1799","2379","580","514"
"2010","Alberta","48","Breaking and entering","22506","2300","1704","-4.58","602.96","63.42","80.99","262.04","157.65","4004","1841","2579","738","444"
"2011","Alberta","48","Breaking and entering","18474","1995","1195","-19.16","487.42","56.24","67.29","183.14","104.55","3190","1659","2174","515","294"
"2012","Alberta","48","Breaking and entering","19282","2071","1199","1.94","496.86","54.66","66.24","191.35","155.65","3270","1654","2190","536","436"
"2013","Alberta","48","Breaking and entering","19162","2170","1143","-3.5","479.46","55.67","63.53","151.31","103.02","3313","1739","2162","423","288"
"2014","Alberta","48","Breaking and entering","19925","2150","965","1.16","485","54.96","62.79","153.18","94.35","3115","1768","2195","427","263"
"2015","Alberta","48","Breaking and entering","27346","2558","962","34.9","654.26","69.1","73.83","129.11","90.48","3520","2260","2621","361","253"
"2016","Alberta","48","Breaking and entering","27655","2681","826","-0.61","650.27","73.87","77.58","121.21","77.74","3507","2455","2798","343","220"
"2005","Alberta","48","Breaking and entering to steal a firearm","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Alberta","48","Breaking and entering to steal a firearm","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Alberta","48","Breaking and entering to steal a firearm","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Alberta","48","Breaking and entering to steal a firearm","8","1","1","0","0.22","0.04","0.03","0","0","2","1","1","0","0"
"2009","Alberta","48","Breaking and entering to steal a firearm","36","7","1","339.81","0.98","0.17","0.29","1.41","0.35","8","5","9","4","1"
"2010","Alberta","48","Breaking and entering to steal a firearm","32","8","0","-12.38","0.86","0.31","0.31","0.36","0","8","9","10","1","0"
"2011","Alberta","48","Breaking and entering to steal a firearm","32","10","0","-1.52","0.84","0.24","0.31","1.07","0","10","7","10","3","0"
"2012","Alberta","48","Breaking and entering to steal a firearm","49","7","5","49.55","1.26","0.23","0.24","0.36","0","12","7","8","1","0"
"2013","Alberta","48","Breaking and entering to steal a firearm","65","12","1","28.81","1.63","0.19","0.26","1.07","0","13","6","9","3","0"
"2014","Alberta","48","Breaking and entering to steal a firearm","119","12","2","78.1","2.9","0.25","0.37","1.79","0","14","8","13","5","0"
"2015","Alberta","48","Breaking and entering to steal a firearm","190","28","4","56.94","4.55","0.79","0.85","1.43","1.07","32","26","30","4","3"
"2016","Alberta","48","Breaking and entering to steal a firearm","210","27","3","8.62","4.94","0.48","0.53","1.06","0","30","16","19","3","0"
"2005","Alberta","48","Break and enter to steal a firearm from a motor vehicle","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Alberta","48","Break and enter to steal a firearm from a motor vehicle","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Alberta","48","Break and enter to steal a firearm from a motor vehicle","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Alberta","48","Break and enter to steal a firearm from a motor vehicle","2","1","1","0","0.06","0","0","0","0","2","0","0","0","0"
"2009","Alberta","48","Break and enter to steal a firearm from a motor vehicle","15","0","0","633.01","0.41","0","0","0","0","0","0","0","0","0"
"2010","Alberta","48","Break and enter to steal a firearm from a motor vehicle","73","0","5","379.69","1.96","0","0","0","0.36","5","0","0","0","1"
"2011","Alberta","48","Break and enter to steal a firearm from a motor vehicle","75","5","5","1.18","1.98","0.03","0.19","1.78","0.36","10","1","6","5","1"
"2012","Alberta","48","Break and enter to steal a firearm from a motor vehicle","83","8","2","8.08","2.14","0.23","0.33","1.43","0","10","7","11","4","0"
"2013","Alberta","48","Break and enter to steal a firearm from a motor vehicle","89","3","3","4.12","2.23","0.1","0.12","0.36","0","6","3","4","1","0"
"2014","Alberta","48","Break and enter to steal a firearm from a motor vehicle","115","5","5","25.7","2.8","0.12","0.17","0.72","0.36","10","4","6","2","1"
"2015","Alberta","48","Break and enter to steal a firearm from a motor vehicle","120","12","3","2.57","2.87","0.31","0.34","0.72","0","15","10","12","2","0"
"2016","Alberta","48","Break and enter to steal a firearm from a motor vehicle","124","7","6","1.55","2.92","0.15","0.14","0","0","13","5","5","0","0"
"1998","Alberta","48","Total possession of stolen property","3878","3324","323","0","133.75","97.38","119.9","304.7","81.36","3647","2083","2877","794","212"
"1999","Alberta","48","Total possession of stolen property","4436","3781","432","12.3","150.21","120.87","140.36","301.98","87.04","4213","2648","3446","798","230"
"2000","Alberta","48","Total possession of stolen property","4334","3640","390","-3.98","144.23","117.16","140.48","336.07","94.31","4030","2626","3524","898","252"
"2001","Alberta","48","Total possession of stolen property","4131","3489","376","-6.34","135.09","110.31","128.88","286.37","86.1","3865","2531","3306","775","233"
"2002","Alberta","48","Total possession of stolen property","4500","3777","362","6.48","143.85","118.33","137.58","301.67","72.26","4139","2792","3627","835","200"
"2003","Alberta","48","Total possession of stolen property","5472","4533","466","19.5","171.89","146.88","163.91","310.88","93.01","4999","3544","4413","869","260"
"2004","Alberta","48","Total possession of stolen property","5914","4701","473","6.21","182.56","151.39","161.67","251.92","74.37","5174","3735","4443","708","209"
"2005","Alberta","48","Total possession of stolen property","5949","4423","426","-1.91","179.07","145.96","154.31","229.09","69.08","4849","3709","4359","650","196"
"2006","Alberta","48","Total possession of stolen property","6480","4988","448","5.77","189.4","140.09","152.95","270.64","61.65","5436","3680","4457","777","177"
"2007","Alberta","48","Total possession of stolen property","6212","4547","481","-6.66","176.78","139.14","154.21","296.58","75.63","5028","3772","4623","851","217"
"2008","Alberta","48","Total possession of stolen property","5820","4099","493","-8.44","161.86","128.09","140.16","258.02","69.41","4592","3567","4303","736","198"
"2009","Alberta","48","Total possession of stolen property","5043","3274","413","-15.31","137.07","99.23","111.4","233.99","65.9","3687","2836","3500","664","187"
"2010","Alberta","48","Total possession of stolen property","4665","2898","391","-8.82","124.98","87.22","96.84","196","55.39","3289","2532","3084","552","156"
"2011","Alberta","48","Total possession of stolen property","3519","2386","319","-25.71","92.84","68.07","75.89","157.89","40.89","2705","2008","2452","444","115"
"2012","Alberta","48","Total possession of stolen property","3790","2413","330","5.19","97.66","66.72","74.37","157.08","44.98","2743","2019","2459","440","126"
"2013","Alberta","48","Total possession of stolen property","4515","2839","350","15.68","112.97","74.21","82.01","169.2","44.71","3189","2318","2791","473","125"
"2014","Alberta","48","Total possession of stolen property","5294","3039","333","14.07","128.86","74.92","78.44","119.1","33.36","3372","2410","2742","332","93"
"2015","Alberta","48","Total possession of stolen property","7477","4072","404","38.82","178.89","101.05","102.7","121.96","30.4","4476","3305","3646","341","85"
"2016","Alberta","48","Total possession of stolen property","7828","4090","382","2.89","184.06","100.86","99.12","78.8","26.5","4472","3352","3575","223","75"
"2005","Alberta","48","Total trafficking in stolen property","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Alberta","48","Total trafficking in stolen property","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Alberta","48","Total trafficking in stolen property","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Alberta","48","Total trafficking in stolen property","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Alberta","48","Total trafficking in stolen property","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","Alberta","48","Total trafficking in stolen property","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","Alberta","48","Total trafficking in stolen property","27","20","0","0","0.71","0.85","0.84","0.71","0","20","25","27","2","0"
"2012","Alberta","48","Total trafficking in stolen property","66","58","2","138.74","1.7","1.12","1.42","4.64","0.36","60","34","47","13","1"
"2013","Alberta","48","Total trafficking in stolen property","130","87","5","91.26","3.25","1.89","2.15","5.01","0.36","92","59","73","14","1"
"2014","Alberta","48","Total trafficking in stolen property","179","143","7","33.95","4.36","3.57","3.78","6.1","0.72","150","115","132","17","2"
"2015","Alberta","48","Total trafficking in stolen property","239","165","4","31.24","5.72","4.49","4.51","4.65","0","169","147","160","13","0"
"2016","Alberta","48","Total trafficking in stolen property","294","213","14","20.89","6.91","6.14","5.85","2.47","0.35","227","204","211","7","1"
"1998","Alberta","48","Total theft of motor vehicle","15526","1777","1129","0","535.48","52.46","81.43","319.29","82.12","2906","1122","1954","832","214"
"1999","Alberta","48","Total theft of motor vehicle","14847","1613","1108","-6.12","502.73","49.71","77.55","308.42","66.6","2721","1089","1904","815","176"
"2000","Alberta","48","Total theft of motor vehicle","14916","1701","979","-1.26","496.38","51.44","78.25","303.14","116.02","2680","1153","1963","810","310"
"2001","Alberta","48","Total theft of motor vehicle","17467","1921","1070","15.07","571.19","59.27","90.79","358.06","158.15","2991","1360","2329","969","428"
"2002","Alberta","48","Total theft of motor vehicle","17975","1868","1053","0.59","574.58","59.34","85.69","310.34","135.48","2921","1400","2259","859","375"
"2003","Alberta","48","Total theft of motor vehicle","20930","1893","1164","14.43","657.47","62.91","84.17","267.59","121.27","3057","1518","2266","748","339"
"2004","Alberta","48","Total theft of motor vehicle","20739","1573","1002","-2.63","640.2","54.6","68.92","194.63","108.88","2575","1347","1894","547","306"
"2005","Alberta","48","Total theft of motor vehicle","21025","1326","1093","-1.15","632.86","38.92","50.83","157.55","112.08","2419","989","1436","447","318"
"2006","Alberta","48","Total theft of motor vehicle","24478","1519","1616","13.05","715.45","38.94","51.41","165.45","134.45","3135","1023","1498","475","386"
